ReporterISO3,PartnerISO3,Year,120810 in 1000 USD 
HUN,UKR,1999,3
ISR,GRC,2003,3
ROM,ESP,2013,3
BLX,MKD,1996,3.003
ITA,TKM,2001,3.008
DNK,CZE,2010,3.009
DNK,FIN,2019,3.01
AUS,BHR,2014,3.011
GBR,SAU,2013,3.011
CHE,FRA,1998,3.012
SGP,VNM,2018,3.014
SVK,HUN,2013,3.014
AUS,BHR,2021,3.015
MEX,USA,2016,3.015
GBR,PRT,2000,3.019
EUN,IDN,2013,3.02
SER,LVA,2009,3.022
OAS,SGP,2013,3.023
SER,MDA,2021,3.025
CHN,AUS,2020,3.028
JPN,OAS,2003,3.029
TUR,ALB,2008,3.029
JPN,HKG,2012,3.032
NLD,SVK,2015,3.038
CHL,PER,2012,3.039
FIN,EST,2001,3.039
ITA,SWE,2019,3.039
JPN,HKG,2011,3.039
ESP,SWE,2013,3.04
USA,CHL,2018,3.04
BGR,MDA,2010,3.042
IND,QAT,2019,3.042
EUN,BIH,2016,3.044
OAS,SGP,2021,3.044
BGR,MKD,2012,3.046
GBR,ESP,1998,3.047
SER,JPN,2022,3.049
USA,TUR,2016,3.05
USA,SAU,2010,3.052
NLD,MAR,2014,3.055
IND,HKG,2017,3.058
EUN,PHL,2001,3.061
NLD,GRC,2019,3.067
DNK,NOR,2001,3.071
NLD,ISL,1997,3.076
NLD,PHL,1997,3.076
LVA,LTU,2008,3.077
SER,ALB,2016,3.079
USA,IND,2016,3.08
JPN,VNM,2007,3.081
AUS,JOR,2009,3.083
NLD,LUX,2015,3.084
AUT,CRI,2005,3.091
ITA,MLT,2019,3.091
EUN,CRI,2005,3.092
JAM,BRB,2017,3.093
GBR,FRA,2013,3.095
ITA,NOR,2017,3.098
UKR,ARM,2020,3.1
USA,FRA,2002,3.1
AUT,SWE,2009,3.104
CAN,HKG,2006,3.105
GTM,PAN,2013,3.105
ZAF,FRA,2004,3.106
EUN,ALB,2019,3.11
BEL,LUX,2018,3.112
GBR,USA,2010,3.112
CAN,GBR,2007,3.113
GRC,BEL,2006,3.113
BRA,PRY,2006,3.115
GBR,AUS,2011,3.118
GBR,SVN,2020,3.118
USA,RUS,2010,3.119
ECU,COL,2004,3.122
KEN,UGA,2006,3.124
EUN,LBY,2022,3.125
ITA,LBY,2022,3.125
POL,SVK,2021,3.125
USA,PRT,2007,3.125
JPN,KOR,2014,3.126
TUR,BIH,2001,3.127
AUS,SGP,2003,3.128
OAS,SGP,2010,3.13
ROM,GBR,2013,3.136
IND,BHR,2019,3.138
OAS,SGP,2019,3.139
IND,AUS,1997,3.14
EST,ITA,2016,3.141
UKR,ARM,2019,3.142
DEU,LVA,2015,3.144
IND,FJI,2016,3.147
EUN,BRA,2010,3.148
GBR,BRA,2022,3.149
ITA,BRA,2010,3.15
OAS,AUS,2018,3.15
OAS,ARE,2021,3.151
IND,KWT,2009,3.154
EUN,AUS,2011,3.155
ESP,CYP,1998,3.156
EUN,OMN,2015,3.158
BEL,UKR,1999,3.159
DEU,BGR,2010,3.159
DEU,OMN,2015,3.161
IND,KWT,2012,3.165
SWE,NOR,2000,3.165
AUT,BGR,2013,3.167
EUN,MMR,2015,3.167
BGR,MKD,2001,3.168
GBR,CYP,2018,3.169
DEU,MMR,2015,3.17
JPN,GBR,2012,3.17
HRV,BIH,1997,3.175
USA,FRA,2022,3.175
EUN,OAS,2017,3.177
JPN,GBR,2011,3.177
EST,CAN,2019,3.179
ITA,CHE,1999,3.184
USA,KNA,2009,3.186
GBR,ESP,1997,3.187
DNK,GBR,2002,3.188
USA,BHS,1996,3.188
USA,ABW,2012,3.196
SER,ALB,2004,3.198
NLD,GRC,2018,3.2
OAS,USA,2003,3.2
RUS,CHN,2004,3.2
CAN,CHE,2013,3.201
MEX,CRI,2007,3.202
NLD,SVN,2021,3.202
USA,ABW,2004,3.203
OAS,KIR,2014,3.205
MYS,CHN,2008,3.209
CHE,SAU,2006,3.224
AUT,FIN,2012,3.228
IND,ITA,2016,3.236
BLX,UKR,1998,3.237
DEU,ITA,2010,3.238
GBR,PRT,2019,3.24
CZE,AUT,2018,3.242
AUS,BHR,2013,3.243
USA,KEN,2003,3.245
NLD,GRC,2020,3.251
JPN,THA,2020,3.253
TZA,AGO,2015,3.258
SER,NOR,2019,3.261
DEU,PRT,2017,3.269
FRA,GRC,2013,3.272
AUT,SVN,2003,3.275
BEL,MLT,2010,3.275
BLX,LBN,1998,3.275
USA,RUS,2014,3.275
CHL,PER,2019,3.277
IND,TCA,2003,3.277
THA,VNM,2013,3.278
IND,JOR,2001,3.279
CHE,FRA,2006,3.28
USA,GHA,2006,3.286
USA,ARG,2011,3.289
POL,MDA,2004,3.29
IDN,DNK,2019,3.294
OAS,USA,2004,3.296
BEL,CHE,2009,3.298
AUS,BHR,2011,3.299
SGP,LKA,1999,3.3
EUN,KAZ,2010,3.303
DEU,NOR,2018,3.304
DEU,KAZ,2010,3.306
CAN,GBR,2010,3.307
TUR,AZE,2012,3.307
CHL,PER,2018,3.309
FRA,ITA,2018,3.313
ZAF,MWI,2022,3.314
CZE,LTU,1996,3.316
ZMB,AGO,2020,3.318
GRC,SER,2000,3.319
ITA,CHE,2012,3.322
EUN,AZE,2015,3.325
FRA,AZE,2015,3.327
NLD,ROM,2014,3.329
HRV,BIH,2019,3.331
USA,CYM,2004,3.331
DEU,GRC,2019,3.334
ZAF,ZWE,2015,3.336
ITA,POL,2020,3.34
EGY,TZA,2017,3.341
IND,BHR,2017,3.341
EST,NOR,2019,3.347
IND,BEL,2021,3.349
AUT,SGP,2002,3.355
GHA,USA,2011,3.355
POL,NLD,2012,3.356
NZL,HKG,2005,3.359
USA,AUT,2011,3.36
SWE,NOR,2014,3.361
SER,SWE,2017,3.368
ZAF,GHA,2019,3.37
FRA,GRC,2000,3.371
IND,KWT,2021,3.373
GHA,BFA,2011,3.374
DEU,IRL,2010,3.378
USA,BHS,2002,3.383
AUT,EST,2015,3.387
RUS,KAZ,2018,3.388
EUN,KEN,2019,3.391
NLD,KEN,2019,3.392
EUN,LBN,2000,3.393
FRA,NLD,2003,3.396
SWE,NOR,1998,3.398
USA,NOR,2006,3.4
EST,OAS,2019,3.403
BEL,LBN,2000,3.404
CHN,MYS,2017,3.407
BEL,LUX,2017,3.411
ITA,USA,2004,3.412
DEU,CZE,2018,3.413
ESP,ECU,1997,3.414
CHE,FRA,2019,3.419
USA,BHS,2007,3.419
SGP,HKG,2016,3.423
BLX,SGP,1996,3.424
TUR,BIH,2005,3.428
SER,JPN,2015,3.432
CAN,SER,2013,3.434
IND,FRA,2004,3.436
BOL,ITA,2006,3.438
BEL,BGR,2005,3.439
AUS,ROM,2010,3.441
BEN,MAR,2017,3.444
GBR,ITA,2011,3.45
CHN,JPN,1999,3.452
GHA,NER,2019,3.454
PER,GBR,2021,3.454
IRN,GEO,2002,3.457
DEU,MLT,2022,3.459
DEU,ROM,1997,3.46
JPN,CAN,1999,3.46
USA,NZL,2021,3.46
ITA,ROM,1999,3.461
EUN,SUR,2005,3.465
BLX,GIN,1996,3.472
IND,GBR,2004,3.472
EUN,BIH,2019,3.474
AUS,HKG,2009,3.478
IND,USA,1996,3.478
HRV,BIH,1998,3.479
DEU,IRL,2009,3.482
IND,LBN,2018,3.482
CZE,POL,2014,3.485
ESP,NLD,2011,3.486
USA,CYM,2012,3.486
MYS,COG,2015,3.492
ARG,URY,2005,3.5
ARG,URY,2006,3.5
BGR,MDA,2009,3.5
TUR,AFG,2008,3.5
ZAF,URY,2007,3.502
CAN,OAS,2012,3.503
DNK,FIN,1996,3.505
TUR,SAU,2020,3.51
CHN,JPN,2001,3.512
AUS,THA,2006,3.515
ROM,CYP,2012,3.518
MEX,VEN,2001,3.521
MEX,VEN,2002,3.522
SER,MDA,2002,3.522
USA,HTI,2014,3.523
USA,BGR,2004,3.526
EUN,CAN,2019,3.528
JAM,CYM,2021,3.533
TUR,BIH,2006,3.533
ZAF,MWI,2018,3.537
BEL,YEM,1999,3.539
JAM,TCA,2019,3.545
CIV,HKG,2013,3.55
SER,LTU,2017,3.553
AUS,ARE,2000,3.555
DEU,DNK,2013,3.556
MYS,RWA,2021,3.558
RUS,UKR,2017,3.558
OAS,KIR,2019,3.559
NZL,TON,2020,3.562
FRA,CHE,2014,3.563
DEU,LUX,2012,3.564
BEL,THA,2003,3.572
CAN,TTO,2003,3.573
BLX,ZAR,1996,3.574
JPN,THA,2022,3.574
DNK,SWE,2000,3.576
DNK,FIN,2000,3.58
FRA,ISR,2001,3.582
EST,LVA,2007,3.583
NLD,HKG,2001,3.583
ITA,SER,2016,3.585
ITA,MLT,2010,3.586
BRB,NLD,2005,3.591
BEL,DEU,2017,3.594
EST,NZL,2021,3.594
BEN,TUR,2018,3.599
HRV,DEU,2009,3.601
IND,SGP,2011,3.604
CHE,DNK,2002,3.605
SER,PRT,2021,3.605
ESP,GRC,2016,3.609
DEU,ITA,2022,3.612
JAM,CYM,2020,3.613
CZE,AUT,2019,3.617
SER,ALB,2008,3.621
CHN,MMR,2001,3.625
THA,LAO,2014,3.628
CHL,PER,2017,3.636
IND,CAN,1997,3.64
NLD,ROM,2018,3.643
OAS,CAN,2012,3.648
IND,PHL,2012,3.651
CZE,SVK,2000,3.658
AUT,SVN,2020,3.662
JAM,LCA,2013,3.666
BEL,PRT,2003,3.668
JPN,KOR,2019,3.669
MYS,CHN,2003,3.673
CHE,FRA,2018,3.675
USA,BMU,2008,3.675
IND,USA,2005,3.676
BEL,SYR,2004,3.683
CAN,ITA,2014,3.684
IND,CAN,2007,3.684
SWE,FIN,2018,3.684
ESP,NLD,2010,3.685
ROM,BEL,2014,3.688
NZL,COK,2021,3.695
USA,JAM,2000,3.7
JPN,HKG,2022,3.703
AUT,BIH,2001,3.712
MYS,SEN,2014,3.715
JPN,HKG,2021,3.717
DEU,NOR,2015,3.719
NOR,OAS,1996,3.719
GEO,ARM,2006,3.72
SGP,KHM,2013,3.723
TUR,ALB,2007,3.725
TTO,GRD,2000,3.726
KWT,ARE,2013,3.728
PER,USA,2008,3.729
IND,OMN,2008,3.731
NLD,SUR,2005,3.731
FRA,ISR,1999,3.732
NLD,FIN,2004,3.732
NLD,ISL,2004,3.732
FRA,NLD,2005,3.733
USA,BEL,2001,3.733
SWE,FIN,2016,3.737
VNM,THA,2018,3.74
RUS,UKR,1997,3.748
IRN,GEO,2006,3.751
MYS,UGA,2015,3.751
DEU,ITA,2008,3.753
DEU,LUX,2008,3.753
EUN,PHL,2002,3.753
TTO,VCT,2020,3.759
CHN,MUS,2005,3.76
BEL,ITA,2019,3.765
FRA,IRL,2006,3.766
FRA,ISR,2006,3.766
BEL,MLT,2009,3.769
NLD,CRI,2006,3.769
NLD,DNK,2006,3.769
BEL,DNK,2007,3.77
TTO,SUR,2009,3.773
CAN,MYS,2006,3.775
MYS,JPN,2003,3.777
OAS,NZL,2020,3.778
MYS,IDN,2021,3.788
USA,BFA,2014,3.788
IND,CHE,2013,3.793
SWE,FIN,2015,3.795
USA,IND,2022,3.798
BLR,RUS,2020,3.8
CHN,JPN,2007,3.8
USA,SVK,2022,3.805
MWI,TZA,2018,3.806
IND,AUS,2010,3.808
DEU,YEM,1999,3.809
IND,CAN,2002,3.81
ESP,THA,2021,3.814
DEU,CHE,2009,3.815
EUN,KWT,2018,3.815
IND,COG,2014,3.816
GBR,LVA,2009,3.818
DEU,KWT,2018,3.822
JPN,HKG,2018,3.823
IND,CHL,2010,3.828
TUR,ALB,2010,3.829
DEU,BEL,2021,3.83
DNK,FIN,1998,3.83
EUN,BGD,2022,3.831
GBR,GRC,2011,3.834
JPN,HKG,2020,3.835
USA,SUR,2004,3.835
BEL,MDA,2010,3.839
EST,SWE,2013,3.84
IND,BHR,2005,3.84
USA,BEL,2013,3.84
USA,CHE,2014,3.84
TTO,GUY,1999,3.847
EST,BGD,2022,3.848
ZAF,KEN,2004,3.849
USA,ARG,2001,3.853
IND,AUS,2012,3.854
ESP,SWE,2012,3.857
MYS,DEU,2011,3.857
NLD,AUT,1999,3.866
NLD,KOR,1999,3.866
OAS,PLW,2014,3.866
IND,GHA,2015,3.868
TUR,UZB,2010,3.869
CHE,USA,2001,3.87
SWE,NOR,1999,3.87
DEU,CHE,2010,3.874
IND,HKG,2021,3.878
MYS,RWA,2019,3.878
USA,ARE,2017,3.878
ARE,BHR,2020,3.88
BEL,MLT,1999,3.883
EUN,TKM,2002,3.885
ITA,TKM,2002,3.885
DEU,MLT,2019,3.889
NZL,COK,2020,3.897
KHM,CHE,2007,3.899
TUR,SYR,2006,3.9
USA,GMB,2020,3.9
EUN,BIH,2018,3.904
ZAF,PNG,2022,3.908
MYS,VNM,2020,3.909
SER,GBR,2006,3.918
BRA,ARG,2012,3.92
HRV,BIH,2018,3.938
EST,FIN,2019,3.939
GBR,ITA,2012,3.939
IND,BGD,1996,3.94
KOR,NZL,2019,3.941
ZAF,ZAR,2022,3.942
FIN,SWE,1997,3.943
AUT,GRC,1999,3.945
DEU,LUX,2015,3.948
MYS,SUD,2015,3.954
AUT,JOR,2006,3.955
IND,CAN,2004,3.956
EUN,JOR,2006,3.959
BEL,AUT,2005,3.962
SVN,BIH,1996,3.962
EUN,ARM,2015,3.963
FRA,CAN,2012,3.965
ITA,TZA,2002,3.965
NLD,ARM,2015,3.966
EUN,TZA,2002,3.97
DEU,NLD,2019,3.973
ITA,HRV,2019,3.973
CZE,LTU,2009,3.974
MYS,MOZ,2016,3.974
IND,CAN,2001,3.976
JAM,CYM,2017,3.976
FRA,CHN,2010,3.977
JAM,CYM,2013,3.983
DEU,OAS,1996,3.986
ITA,GRC,2001,3.989
MYS,RWA,2020,3.99
AUS,DEU,2015,3.996
ARG,CHL,2007,4
DEU,CHE,1998,4
DEU,CHE,2006,4
DEU,DZA,2006,4
DEU,FRA,2006,4
DEU,HRV,1998,4
DEU,IDN,1998,4
DEU,IRL,2006,4
DEU,LUX,2000,4
DEU,LUX,2001,4
DEU,LUX,2003,4
DEU,LVA,2003,4
DEU,OAS,2004,4
DEU,PHL,2000,4
DEU,PHL,2002,4
DEU,PRT,2002,4
DEU,USA,2003,4
ECU,USA,2021,4
HUN,AUT,2002,4
HUN,HRV,1997,4
HUN,NLD,1996,4
HUN,SVK,2009,4
HUN,SVN,1997,4
ISR,FRA,2015,4
MEX,PER,1998,4
AUS,IDN,2004,4.004
SVN,AUT,1998,4.019
ESP,IRL,2022,4.022
DEU,LBN,2011,4.025
ESP,SWE,2021,4.025
BLX,GEO,1998,4.028
SER,NOR,2017,4.028
USA,BRA,2009,4.03
DEU,MKD,1997,4.037
DEU,SAU,1997,4.037
TUR,SLV,2022,4.038
SGP,NLD,1997,4.04
BEL,EST,2005,4.045
AUT,FIN,2007,4.048
TZA,KEN,2017,4.05
RUS,ARM,2021,4.051
TUR,ALB,2005,4.051
BEL,EST,2006,4.054
NLD,SVK,2022,4.056
USA,JAM,2001,4.057
IND,NLD,2019,4.059
POL,DEU,2014,4.059
EUN,CRI,2006,4.06
EUN,ARE,2018,4.061
DEU,GRC,2014,4.066
BEL,VNM,2006,4.067
CAN,KOR,2007,4.067
DEU,ARE,2018,4.069
BRA,ARG,2014,4.07
EUN,VNM,2006,4.073
GBR,ESP,2014,4.074
MYS,DEU,2014,4.077
ETH,KEN,2013,4.078
EUN,ISL,2004,4.079
BEL,MLT,2006,4.08
FRA,SEN,2015,4.08
NLD,ARE,2011,4.09
AUS,HKG,2018,4.091
SER,MDA,2020,4.097
TTO,LCA,2001,4.098
BEL,MDA,2017,4.106
EUN,MDA,2017,4.106
CHE,GBR,2000,4.108
MYS,TZA,2017,4.108
GBR,LVA,2007,4.11
FRA,GBR,1997,4.115
MWI,ZWE,2015,4.115
FRA,CHE,2020,4.116
AUS,ARE,1996,4.117
KOR,SGP,2015,4.124
BRA,NZL,2005,4.125
COL,MEX,2003,4.125
DEU,LVA,2018,4.125
OAS,PLW,2015,4.125
THA,KOR,2007,4.125
OAS,PRK,2016,4.128
AUS,JPN,2019,4.129
CHE,FRA,2011,4.13
IND,GBR,2002,4.132
AUS,CHN,2019,4.136
GBR,KWT,1998,4.142
NLD,LTU,2022,4.143
CHE,CAN,2011,4.146
CAN,BRB,2021,4.147
TZA,UGA,2014,4.147
DEU,ARE,2017,4.149
RUS,UKR,1999,4.152
EUN,ARE,2017,4.158
USA,LSO,2004,4.158
IND,HKG,2018,4.161
CHE,DNK,2003,4.162
CAN,CUB,2011,4.166
FRA,ISR,2009,4.168
FRA,LUX,2009,4.168
NZL,NCL,2016,4.17
AUS,CXR,2019,4.172
BRA,PRY,2007,4.173
EST,NOR,2018,4.174
DEU,DNK,2011,4.175
IND,KAZ,2001,4.176
GBR,ITA,2010,4.177
SGP,IDN,2017,4.18
IND,CHE,2020,4.181
DEU,ITA,2011,4.185
LTU,KAZ,1997,4.199
MYS,BRN,2006,4.199
AUT,NOR,2016,4.205
GBR,CAN,2012,4.205
EUN,MDA,2016,4.207
AUT,SER,2003,4.208
BEL,MDA,2016,4.21
CHL,PER,2022,4.218
FRA,LUX,1999,4.219
DEU,ITA,2009,4.221
USA,FIN,2003,4.222
IND,MUS,2003,4.223
EUN,THA,2021,4.232
OAS,BRA,2013,4.232
FIN,RUS,2013,4.235
COL,PAN,2005,4.236
DEU,NLD,2009,4.24
EUN,AGO,2014,4.241
SER,EST,2004,4.243
OAS,KIR,2018,4.244
PRT,AGO,2014,4.244
MYS,TZA,2011,4.247
ITA,POL,2016,4.248
AUT,SWE,2003,4.249
NLD,FRA,1996,4.254
EUN,BGD,2019,4.257
GBR,FIN,2004,4.257
ESP,SWE,2022,4.258
EST,BGD,2019,4.258
BEL,HRV,2003,4.259
DEU,LUX,2021,4.263
MWI,KEN,2018,4.263
NLD,FIN,1996,4.271
BEL,CHE,2008,4.272
BEL,SEN,2003,4.272
ZAF,MOZ,2020,4.276
EUN,SEN,2003,4.28
CHL,BEL,2018,4.281
IDN,PAK,2021,4.286
KOR,VNM,2011,4.295
GBR,POL,1997,4.298
FRA,DNK,1996,4.299
CHL,CAN,2018,4.3
CHE,KOR,2001,4.304
ITA,GRC,2002,4.307
NLD,HRV,2020,4.308
ITA,ESP,2008,4.311
SER,MDA,2018,4.312
SGP,LKA,1998,4.316
USA,GUY,2007,4.32
HRV,BIH,2001,4.344
ZAF,ARG,2007,4.344
ITA,POL,1997,4.345
DEU,POL,2014,4.346
EGY,JOR,2012,4.349
LVA,LTU,2010,4.353
IND,KWT,2008,4.363
SGP,HKG,2017,4.366
NLD,HRV,2022,4.367
CAN,GBR,2009,4.369
DOM,HTI,2018,4.373
NLD,BIH,2013,4.373
TUR,TKM,2010,4.373
OAS,CAN,2017,4.374
CHN,PRK,2000,4.375
ITA,POL,2019,4.378
AUT,ROM,2008,4.38
USA,JAM,2017,4.38
FRA,GRC,1999,4.382
POL,NLD,2011,4.385
NLD,BGR,2022,4.386
DNK,DEU,2019,4.393
BEL,MDA,2009,4.394
EUN,AGO,2012,4.394
PRT,AGO,2012,4.398
CHN,MAC,2021,4.401
EUN,JOR,2019,4.407
BRA,ARG,1999,4.409
GBR,KEN,2003,4.412
NLD,IRL,2008,4.421
NLD,ISR,2008,4.421
NLD,MAR,2008,4.421
EUN,MDG,2017,4.425
FRA,MDG,2017,4.426
EUN,NGA,2001,4.43
IRN,IRQ,2005,4.431
SER,PRT,2015,4.435
DEU,LUX,2016,4.439
USA,NZL,2016,4.44
CHL,PER,2021,4.444
CZE,LVA,2019,4.446
ITA,DEU,2007,4.446
GBR,KWT,2006,4.447
NPL,ARE,2016,4.448
EUN,GNB,2000,4.45
EUN,MEX,2014,4.453
LKA,CAN,2021,4.454
CZE,HUN,2002,4.459
ZMB,ZAF,2016,4.459
BEL,MDA,2013,4.46
PRT,GNB,2000,4.462
UKR,SVK,2019,4.462
BEL,MDA,2021,4.463
DEU,NLD,2011,4.469
EUN,ALB,2005,4.471
GRC,ALB,2005,4.473
BEL,PRT,2016,4.476
CHN,JPN,2002,4.476
NLD,CHE,2001,4.479
NLD,CZE,2001,4.479
NLD,NGA,2001,4.479
JPN,USA,2000,4.482
AUT,BIH,1999,4.486
NOR,DNK,2006,4.486
NLD,EGY,2019,4.488
AUS,ARE,1999,4.489
ARG,HND,2012,4.5
CAN,OAS,2008,4.5
CHN,MYS,2010,4.5
CHN,PRK,2005,4.5
ITA,AUT,1996,4.5
USA,BRA,2021,4.5
NLD,NOR,2015,4.501
IND,BHR,2018,4.516
JPN,CAN,2001,4.521
EUN,ISR,2009,4.524
DEU,CZE,2022,4.525
FRA,ISR,2003,4.527
MEX,CRI,2012,4.527
DEU,BEL,2017,4.529
OAS,USA,2000,4.532
IND,DNK,2021,4.533
AUS,HKG,2008,4.534
OAS,PLW,2013,4.534
ARG,CHL,2005,4.541
FRA,MAR,2013,4.541
USA,ETH,2007,4.541
DEU,DNK,2010,4.555
BEL,HRV,2002,4.556
GBR,ITA,2014,4.558
OAS,PLW,2019,4.562
NOR,SWE,1999,4.563
SER,RUS,2017,4.565
HRV,GBR,2021,4.572
BEL,SVK,2008,4.58
BEL,PRT,2010,4.583
LVA,LTU,2018,4.584
FRA,MAR,1998,4.585
DEU,LUX,2014,4.59
POL,CZE,2009,4.59
USA,ATG,1996,4.59
ETH,SWE,2019,4.593
BRA,URY,2005,4.6
NLD,DNK,2000,4.603
NLD,ITA,2000,4.603
DEU,UNS,1997,4.613
EUN,SUR,2017,4.617
GBR,CYP,2014,4.617
NLD,SUR,2017,4.617
IND,AUS,2011,4.618
NLD,SVN,2015,4.618
USA,TZA,2004,4.62
ITA,BEL,2019,4.626
USA,DEU,1999,4.626
BEL,PRT,2009,4.631
PER,USA,2011,4.635
SGP,BRN,2006,4.645
AUT,FIN,2002,4.646
ZWE,JPN,2004,4.647
DEU,TUR,1996,4.651
THA,MMR,2018,4.653
OAS,CAN,2007,4.659
EUN,VNM,2021,4.663
IND,ARE,1999,4.673
DEU,DNK,2012,4.675
USA,SXM,2015,4.675
DEU,BEL,2018,4.678
EUN,CRI,2002,4.679
BEL,HUN,2015,4.68
GBR,SWE,2019,4.683
AUT,NOR,2005,4.684
KEN,UGA,2008,4.688
ESP,NLD,2021,4.689
SWE,FIN,2017,4.689
FRA,DEU,2017,4.699
MEX,VEN,2009,4.7
USA,ISR,1996,4.704
EUN,MDA,2018,4.705
JPN,OAS,2011,4.71
FRA,ITA,2015,4.712
EUN,MDA,2013,4.713
BEL,MDA,2018,4.715
NLD,GRC,2021,4.719
NLD,SVN,2022,4.719
BEL,SVN,2000,4.72
CHE,DNK,2005,4.722
DEU,LVA,2017,4.722
NLD,CZE,2002,4.724
ESP,NLD,2018,4.727
NLD,HRV,2021,4.73
BEL,IND,2005,4.731
AUS,IRL,2012,4.733
MYS,SGP,2002,4.737
USA,GUY,2013,4.745
AUT,UKR,2021,4.746
IRN,IRQ,2003,4.752
JPN,OAS,2004,4.754
FRA,CHL,1998,4.755
USA,ESP,2015,4.757
HRV,AUT,2005,4.758
NOR,SWE,2010,4.759
CHN,CAN,2020,4.767
HRV,MNT,2018,4.77
TTO,LCA,2004,4.774
FIN,EST,1997,4.775
EUN,MNT,2018,4.777
OAS,KIR,2016,4.78
FRA,MAR,2015,4.782
MYS,USA,2002,4.785
IND,GBR,2003,4.787
TTO,SUR,2006,4.791
AUT,LVA,2007,4.794
THA,VNM,2020,4.795
TUR,ALB,2022,4.797
MEX,ESP,2008,4.8
URY,BRA,1997,4.8
GBR,JPN,2018,4.804
CHE,CAN,2012,4.806
IND,UGA,2016,4.806
BEL,PRT,2000,4.81
GBR,POL,2018,4.811
CMR,NGA,2016,4.817
EUN,AUS,2014,4.818
TUR,SAU,2002,4.819
EUN,MDA,2008,4.82
FRA,AUS,2014,4.82
EUN,SUR,2021,4.821
ESP,NLD,2022,4.823
NLD,SUR,2021,4.826
IND,BHR,2011,4.829
MYS,NGA,2013,4.832
NLD,ITA,1999,4.833
GRC,NLD,2009,4.834
SER,GBR,2010,4.837
BEL,MKD,1999,4.839
CZE,HUN,2021,4.841
USA,ITA,2022,4.844
BEL,IDN,2004,4.847
DEU,LVA,2016,4.849
IND,GEO,2001,4.85
SER,CHE,2021,4.852
ESP,FIN,2021,4.859
MYS,TZA,2012,4.86
BEL,AUT,2019,4.862
BEL,MLT,2007,4.864
USA,BEL,2012,4.864
JPN,OAS,2018,4.865
ZAF,USA,2001,4.865
MYS,TZA,2009,4.866
EUN,JPN,2018,4.867
IND,TUR,2000,4.868
THA,USA,2002,4.868
AUT,ISR,2004,4.869
FRA,CZE,2011,4.87
IND,AFG,2005,4.871
JPN,KOR,2000,4.871
SWE,NOR,2012,4.871
IND,BHR,2004,4.872
POL,SVK,2017,4.873
DEU,LUX,2013,4.874
EST,SVK,2014,4.884
BEL,DNK,2006,4.886
BGR,SER,2004,4.891
POL,GBR,2013,4.898
IND,NLD,2002,4.904
USA,PER,2014,4.914
EUN,LBY,2021,4.917
USA,ARG,1997,4.919
ITA,LBY,2021,4.921
MEX,CRI,2010,4.922
CAN,HKG,1996,4.923
DEU,USA,2017,4.923
EUN,OMN,2021,4.925
ITA,OMN,2021,4.93
GBR,PRT,2007,4.935
ESP,SWE,2018,4.936
USA,ESP,2003,4.936
USA,KWT,2009,4.938
IRN,ARM,2003,4.939
NLD,ZAF,2015,4.942
ZAF,ZMB,2010,4.943
ARG,MKD,2017,4.95
BEL,SWE,2003,4.95
CRI,NIC,2010,4.95
USA,MOZ,2002,4.956
AUS,GBR,2011,4.959
DEU,IRL,2008,4.961
ZAF,MWI,2020,4.966
BEL,MDA,2011,4.967
SGP,CHN,2009,4.967
DEU,GRC,2011,4.969
AUT,FIN,2021,4.97
NLD,IND,2005,4.975
NLD,ISR,2005,4.975
RUS,KAZ,2019,4.975
AUS,IND,2007,4.976
NLD,ITA,2004,4.976
JAM,CYM,2019,4.981
IND,BHR,2003,4.988
BEL,SER,2012,4.989
THA,HKG,2020,4.995
MEX,CAN,2013,4.998
ARG,URY,2002,5
CHN,MYS,2015,5
DEU,BLR,2004,5
DEU,CHE,2004,5
DEU,CRI,2001,5
DEU,CRI,2002,5
DEU,DNK,2005,5
DEU,ESP,2006,5
DEU,FIN,2004,5
DEU,GRC,2006,5
DEU,LVA,2000,5
DEU,SAU,2003,5
DEU,SWE,2006,5
HUN,NLD,2002,5
HUN,SVN,1996,5
SER,FRA,2000,5
SER,ROM,2000,5
SER,SVK,2000,5
TUR,TJK,2011,5
USA,ROM,2015,5
IND,USA,1998,5.001
NLD,SVN,2011,5.001
MEX,VEN,2003,5.002
BRA,URY,2009,5.003
EUN,CHN,2010,5.007
MYS,SUD,2012,5.011
IND,TTO,2016,5.012
MWI,MOZ,2018,5.014
JPN,THA,2003,5.019
DEU,IDN,2010,5.025
NLD,MAR,2006,5.025
MYS,CHN,2013,5.028
IND,NZL,2000,5.033
GRC,BGR,2011,5.034
ITA,NZL,2022,5.034
BOL,DNK,2000,5.036
SER,PRT,2016,5.038
AUT,ROM,2001,5.042
TUR,BIH,2002,5.042
HKG,MAC,2021,5.046
SER,CHE,2016,5.046
IND,DEU,1999,5.047
GRC,BGR,2003,5.048
LKA,CHE,2021,5.049
TUR,AZE,2005,5.052
CZE,DEU,2010,5.055
GBR,SWE,2017,5.067
AUT,CHE,2021,5.068
THA,KOR,2009,5.07
DEU,CMR,2017,5.071
BEL,MDA,2012,5.073
EUN,CMR,2017,5.082
GBR,USA,2022,5.083
DEU,LUX,2018,5.084
AUT,DNK,2000,5.085
JPN,USA,2015,5.091
DEU,ARE,2016,5.101
EUN,CRI,2001,5.101
MEX,COL,2003,5.103
ESP,MAR,2021,5.105
LKA,AUS,2011,5.109
BEL,THA,2017,5.11
EUN,LBN,2011,5.114
TUR,ROM,2007,5.114
