Source,Target,1201 in 1000 USD ,Year
UKR,JPN,943.693,2014
UKR,JPN,160.468,2015
UKR,JPN,36.302,2016
UKR,JPN,11.9,2017
UKR,KAZ,3559.395,2006
UKR,KAZ,5823.397,2007
UKR,KAZ,1966.03,2008
UKR,KAZ,0.254,2010
UKR,KAZ,0.302,2011
UKR,KAZ,123.946,2012
UKR,KAZ,1538.7,2013
UKR,KAZ,1059.552,2014
UKR,KAZ,37.061,2015
UKR,KAZ,7.674,2016
UKR,KAZ,3,2017
UKR,KAZ,0.193,2018
UKR,KAZ,129.332,2020
UKR,KAZ,52.74,2021
UKR,KAZ,256.745,2022
UKR,KEN,5602.08,2019
UKR,KEN,8505.213,2020
UKR,KGZ,5.161,2016
UKR,KOR,108.42,2004
UKR,KOR,5.518,2007
UKR,KOR,8.422,2019
UKR,KOR,195.894,2020
UKR,KOR,93.68,2021
UKR,KWT,8.24,2014
UKR,KWT,92.946,2016
UKR,KWT,89.834,2018
UKR,KWT,82.429,2019
UKR,KWT,3.222,2020
UKR,KWT,34.82,2021
UKR,LBN,1251.25,2010
UKR,LBN,3457.917,2013
UKR,LBN,9882.173,2014
UKR,LBN,32526.026,2015
UKR,LBN,40633.21,2016
UKR,LBN,42747.128,2017
UKR,LBN,47680.034,2018
UKR,LBN,52394.351,2019
UKR,LBN,30969.849,2020
UKR,LBN,5843.688,2021
UKR,LBN,12334.116,2022
UKR,LBY,1743.018,2016
UKR,LBY,87.783,2020
UKR,LKA,477.123,2015
UKR,LKA,2445.406,2019
UKR,LKA,395.061,2020
UKR,LTU,16.72,2002
UKR,LTU,58.9,2003
UKR,LTU,63.44,2005
UKR,LTU,664.698,2006
UKR,LTU,5.11,2010
UKR,LTU,382.186,2011
UKR,LTU,1634.931,2012
UKR,LTU,4173.836,2013
UKR,LTU,14327.309,2014
UKR,LTU,3985.88,2015
UKR,LTU,1367.255,2016
UKR,LTU,4311.597,2017
UKR,LTU,4105.021,2018
UKR,LTU,347.375,2019
UKR,LTU,466.431,2020
UKR,LTU,1714.838,2021
UKR,LUX,9356.082,2014
UKR,LUX,3900.601,2019
UKR,LVA,1.65,2001
UKR,LVA,235.573,2006
UKR,LVA,754.963,2016
UKR,LVA,97.965,2021
UKR,LVA,24.103,2022
UKR,MAR,4152.17,2016
UKR,MAR,3441.35,2019
UKR,MDA,757.93,2003
UKR,MDA,846.13,2004
UKR,MDA,10095.795,2007
UKR,MDA,1103.77,2008
UKR,MDA,5179.419,2009
UKR,MDA,149.69,2010
UKR,MDA,2428.605,2012
UKR,MDA,3237.814,2013
UKR,MDA,244.54,2014
UKR,MDA,2084.871,2015
UKR,MDA,47.517,2016
UKR,MDA,143.688,2017
UKR,MDA,26.962,2018
UKR,MDA,4.417,2019
UKR,MDA,59.121,2020
UKR,MDA,52.615,2021
UKR,MDA,11412.709,2022
UKR,MMR,309.53,2013
UKR,MYS,32.2,2004
UKR,MYS,41.444,2011
UKR,MYS,3112.947,2012
UKR,MYS,2710.058,2013
UKR,MYS,3613.53,2014
UKR,MYS,450.405,2015
UKR,MYS,133.993,2019
UKR,MYS,970.403,2020
UKR,NLD,226.44,2001
UKR,NLD,639.93,2002
UKR,NLD,1811.23,2003
UKR,NLD,9.382,2005
UKR,NLD,731.732,2006
UKR,NLD,267.358,2007
UKR,NLD,55.105,2009
UKR,NLD,106.955,2010
UKR,NLD,14323.967,2012
UKR,NLD,9095.028,2013
UKR,NLD,2086.579,2014
UKR,NLD,3045.039,2015
UKR,NLD,58.591,2016
UKR,NLD,79242.589,2017
UKR,NLD,25782.284,2018
UKR,NLD,4315.542,2019
UKR,NLD,46658.663,2020
UKR,NLD,86118.056,2021
UKR,NLD,58028.323,2022
UKR,NPL,3554.66,2013
UKR,NPL,569.43,2014
UKR,NPL,138.814,2015
UKR,NPL,440.097,2019
UKR,NPL,258.131,2022
UKR,OAS,750.19,2010
UKR,OAS,1379.399,2011
UKR,PAN,394.694,2007
UKR,PAN,23.888,2013
UKR,PHL,410.682,2010
UKR,POL,6.1,2005
UKR,POL,32,2006
UKR,POL,45.432,2007
UKR,POL,10.256,2009
UKR,POL,1857.502,2010
UKR,POL,5785.915,2011
UKR,POL,5081.107,2012
UKR,POL,22296.528,2013
UKR,POL,9812.647,2014
UKR,POL,19653.53,2015
UKR,POL,19161.163,2016
UKR,POL,39293.983,2017
UKR,POL,22414.355,2018
UKR,POL,20772.031,2019
UKR,POL,3321.25,2020
UKR,POL,3651.977,2021
UKR,POL,67145.006,2022
UKR,PRK,14.33,2004
UKR,PRK,191.1,2013
UKR,PRK,552.222,2014
UKR,PRK,493.24,2015
UKR,PRK,553.407,2016
UKR,PRK,597.112,2017
UKR,PRK,187.083,2018
UKR,PRT,978.052,2009
UKR,PRT,17363.363,2011
UKR,PRT,4746.02,2012
UKR,PRT,2625.89,2013
UKR,PRT,3721.532,2014
UKR,PRT,11152.886,2017
UKR,QAT,272.844,2020
UKR,ROM,339.17,2004
UKR,ROM,57.4,2006
UKR,ROM,1032.3,2007
UKR,ROM,11392.836,2012
UKR,ROM,11313.347,2013
UKR,ROM,13174.939,2014
UKR,ROM,11927.109,2015
UKR,ROM,6068.426,2016
UKR,ROM,37.447,2017
UKR,ROM,64.221,2018
UKR,ROM,687.466,2019
UKR,ROM,10705.722,2020
UKR,ROM,3764.61,2021
UKR,ROM,84437.315,2022
UKR,RUS,2.29,2002
UKR,RUS,1.97,2003
UKR,RUS,204.445,2005
UKR,RUS,402.794,2006
UKR,RUS,1465.063,2007
UKR,RUS,13371.55,2008
UKR,RUS,3869.048,2009
UKR,RUS,18347.738,2010
UKR,RUS,6323.755,2011
UKR,RUS,16342.718,2012
UKR,RUS,78718.261,2013
UKR,RUS,12175.064,2014
UKR,SAU,14790.356,2011
UKR,SAU,13852.37,2014
UKR,SAU,40.02,2020
UKR,SER,638.625,2013
UKR,SER,500.145,2014
UKR,SER,39.493,2017
UKR,SER,65.87,2018
UKR,SER,1105.381,2021
UKR,SER,773.148,2022
UKR,SGP,326.47,2021
UKR,SGP,863.862,2022
UKR,SVK,29.47,2004
UKR,SVK,197.198,2005
UKR,SVK,115.142,2006
UKR,SVK,52.078,2009
UKR,SVK,839.002,2010
UKR,SVK,293.558,2011
UKR,SVK,34.454,2013
UKR,SVK,637.549,2014
UKR,SVK,10.589,2015
UKR,SVK,14.527,2016
UKR,SVK,6.964,2017
UKR,SVK,12398.977,2022
UKR,SVN,20.504,2014
UKR,SWE,228.665,2020
UKR,SYC,1874.139,2020
UKR,SYR,2942.304,2007
UKR,SYR,1612.919,2009
UKR,SYR,2985.605,2010
UKR,SYR,34069.587,2011
UKR,SYR,21482.665,2012
UKR,SYR,26833.487,2013
UKR,SYR,10873.297,2014
UKR,SYR,14256.184,2015
UKR,SYR,5652.358,2016
UKR,THA,434.079,2010
UKR,THA,3358.518,2011
UKR,THA,14408.689,2012
UKR,THA,4182.426,2013
UKR,THA,504.74,2014
UKR,TJK,109.782,2011
UKR,TJK,11,2018
UKR,TKM,26.123,2010
UKR,TKM,23.8,2012
UKR,TKM,719.92,2013
UKR,TKM,774.791,2014
UKR,TKM,223.285,2015
UKR,TKM,788.49,2016
UKR,TKM,158.4,2017
UKR,TKM,1487.521,2018
UKR,TKM,517.451,2019
UKR,TKM,683.893,2020
UKR,TKM,880.297,2021
UKR,TKM,653.307,2022
UKR,TUN,1583.477,2014
UKR,TUN,7908.143,2015
UKR,TUN,7225.66,2016
UKR,TUN,2433.783,2017
UKR,TUN,3827.886,2018
UKR,TUN,2240.039,2019
UKR,TUN,2162.1,2020
UKR,TUR,146.67,2001
UKR,TUR,3064.25,2003
UKR,TUR,3123.24,2004
UKR,TUR,9607.642,2005
UKR,TUR,34556.461,2006
UKR,TUR,33193.307,2007
UKR,TUR,18692.78,2008
UKR,TUR,9917.197,2009
UKR,TUR,33024.504,2010
UKR,TUR,37990.048,2011
UKR,TUR,60503.728,2012
UKR,TUR,87437.351,2013
UKR,TUR,198962.109,2014
UKR,TUR,382107.674,2015
UKR,TUR,271543.665,2016
UKR,TUR,282398.297,2017
UKR,TUR,308797.707,2018
UKR,TUR,424013.531,2019
UKR,TUR,231072.977,2020
UKR,TUR,168931.856,2021
UKR,TUR,276033.777,2022
UKR,TZA,667.8,2021
UKR,USA,1729.91,2004
UKR,USA,3755.848,2005
UKR,USA,1433.272,2009
UKR,USA,10676.313,2010
UKR,USA,3797.639,2011
UKR,USA,1107.538,2022
UKR,UZB,235.82,2004
UKR,UZB,9.393,2005
UKR,UZB,515.772,2006
UKR,UZB,4276.493,2007
UKR,UZB,856.67,2008
UKR,UZB,1886.748,2009
UKR,UZB,1753.082,2010
UKR,UZB,2223.3,2011
UKR,UZB,2205.933,2012
UKR,UZB,3402.445,2013
UKR,UZB,1302.793,2014
UKR,UZB,455.672,2015
UKR,UZB,812.894,2021
UKR,UZB,1143.269,2022
UKR,VCT,170.632,2005
UKR,VCT,50.708,2006
UKR,VGB,258.562,2020
UKR,VNM,668.05,2010
UKR,VNM,328.404,2011
UKR,VNM,14680.608,2013
UKR,VNM,86.844,2014
UKR,ZAF,18.7,2014
UKR,ZAF,302.544,2018
UKR,ZAF,111.313,2019
URY,ARE,170.88,2016
URY,ARG,387.194,2003
URY,ARG,8260.686,2004
URY,ARG,3381.547,2006
URY,ARG,3856.374,2007
URY,ARG,8515.521,2008
URY,ARG,9.134,2011
URY,ARG,28,2012
URY,ARG,26246.372,2016
URY,ARG,22328.669,2017
URY,ARG,20927.667,2018
URY,ARG,321.255,2019
URY,ARG,7501.521,2020
URY,ARG,0.09,2021
URY,ARG,251457.651,2022
URY,BEL,59.129,2003
URY,BEL,20.603,2006
URY,BEL,90.191,2018
URY,BEL,23.805,2019
URY,BGD,9208.915,2007
URY,BGD,45115.356,2012
URY,BGD,19409.538,2013
URY,BGD,3821.823,2016
URY,BGD,15892.244,2017
URY,BGD,16703.197,2019
URY,BGD,4195.061,2020
URY,BGD,29761.813,2021
URY,BGD,54486.993,2022
URY,BRA,168.908,1997
URY,BRA,46.5,2004
URY,BRA,159.012,2005
URY,BRA,1653.512,2008
URY,BRA,7718.63,2009
URY,BRA,7460.655,2010
URY,BRA,7363.458,2011
URY,BRA,36190.589,2012
URY,BRA,21364.625,2013
URY,BRA,5649.706,2016
URY,BRA,2908.183,2017
URY,BRA,3649.977,2018
URY,BRA,10989.034,2019
URY,BRA,24723.757,2020
URY,BRA,15282.486,2021
URY,BRA,20657.563,2022
URY,CAN,81.59,2002
URY,CAN,118.668,2003
URY,CAN,73.66,2004
URY,CAN,75.388,2013
URY,CAN,120.761,2015
URY,CHE,3661.023,2016
URY,CHL,6911.632,2008
URY,CHL,472.004,2014
URY,CHL,3722.252,2021
URY,CHN,6237.456,2005
URY,CHN,16956.414,2006
URY,CHN,12559.915,2007
URY,CHN,33191.541,2008
URY,CHN,50869.502,2009
URY,CHN,143642.845,2010
URY,CHN,225010.991,2011
URY,CHN,457896.219,2012
URY,CHN,647342.766,2013
URY,CHN,514671.64,2014
URY,CHN,282250.041,2015
URY,CHN,149364.652,2016
URY,CHN,495400.792,2017
URY,CHN,210254.206,2018
URY,CHN,321008.724,2019
URY,CHN,213335.638,2020
URY,CHN,187492.616,2021
URY,CHN,324396.598,2022
URY,CUB,4915,2020
URY,DEU,47.212,2002
URY,DEU,136.331,2003
URY,DEU,46678.784,2010
URY,DEU,11450.809,2011
URY,DEU,11805.89,2012
URY,DEU,50544.341,2013
URY,DEU,35359.066,2015
URY,DEU,8776.576,2016
URY,DEU,16090.679,2017
URY,DEU,14340.312,2019
URY,EGY,18703.602,2005
URY,EGY,5979.204,2006
URY,EGY,11394.18,2007
URY,EGY,4125.25,2008
URY,EGY,74154.266,2013
URY,EGY,67127.905,2014
URY,EGY,16231.819,2015
URY,EGY,14902.337,2017
URY,EGY,19274.678,2019
URY,EGY,56577.792,2020
URY,EGY,95019.401,2021
URY,EGY,80793.38,2022
URY,ESP,834.624,2003
URY,ESP,89.157,2014
URY,ESP,7899.752,2015
URY,ESP,40.092,2017
URY,ESP,24.581,2019
URY,FRE,1591.601,2001
URY,FRE,9925.897,2002
URY,FRE,22223.136,2003
URY,FRE,60942.611,2004
URY,FRE,70164.818,2005
URY,FRE,110887.532,2006
URY,FRE,171792.988,2007
URY,FRE,261510.135,2008
URY,FRE,390237.184,2009
URY,FRE,453148.373,2010
URY,FRE,497128.535,2011
URY,FRE,762092.56,2012
URY,FRE,854921.161,2013
URY,FRE,884363.991,2014
URY,FRE,720020.016,2015
URY,FRE,569260.468,2016
URY,FRE,550242.111,2017
URY,FRE,273928.083,2018
URY,FRE,565270.508,2019
URY,FRE,410142.977,2020
URY,FRE,507831.416,2021
URY,FRE,1133774.214,2022
URY,GBR,4.478,2005
URY,GBR,356.12,2006
URY,GBR,173.065,2007
URY,GRC,3899.905,2010
URY,GRC,13037.365,2013
URY,GRC,12183.425,2016
URY,GRC,32.805,2019
URY,HKG,4237.026,2012
URY,HKG,616.86,2014
URY,IDN,1313.305,2010
URY,IDN,7803.58,2011
URY,IDN,4567.836,2012
URY,IDN,3417.256,2013
URY,IDN,13191.127,2014
URY,IDN,1943.367,2015
URY,IDN,816.495,2016
URY,IDN,723.666,2017
URY,IDN,112.541,2022
URY,IND,802.29,2015
URY,IND,558.653,2016
URY,IRL,119.5,2006
URY,IRL,43.786,2007
URY,IRN,11406.601,2004
URY,IRN,184.957,2009
URY,IRN,3217.737,2010
URY,ISR,11214.786,2018
URY,ITA,3195.04,2003
URY,ITA,2474.136,2004
URY,ITA,1117.993,2010
URY,ITA,31804.579,2013
URY,ITA,33380.966,2014
URY,ITA,5240.306,2016
URY,ITA,8892.306,2017
URY,ITA,3329.036,2019
URY,ITA,3749.097,2020
URY,JPN,52.016,2011
URY,JPN,131.101,2012
URY,JPN,1845.428,2013
URY,JPN,2043.896,2014
URY,JPN,520.704,2015
URY,LBN,10840.655,2017
URY,MAR,4985.138,2005
URY,MAR,16018.885,2014
URY,MAR,3719.543,2016
URY,MEX,44063.867,2014
URY,MOZ,16.689,2021
URY,MYS,272.183,2011
URY,MYS,213.199,2012
URY,MYS,443.199,2013
URY,MYS,4426.509,2014
URY,MYS,10047.921,2015
URY,MYS,4370.528,2016
URY,MYS,4360.271,2017
URY,NLD,2608.77,2004
URY,NLD,254.088,2005
URY,NLD,5029.187,2010
URY,NLD,28313.217,2011
URY,NLD,51884.292,2013
URY,NLD,20888.989,2015
URY,NLD,31941.587,2016
URY,NLD,21023.752,2017
URY,NLD,17949.017,2019
URY,NLD,5534.517,2021
URY,NLD,30009.831,2022
URY,NOR,6990.462,2010
URY,OAS,64.739,2012
URY,OAS,681.421,2014
URY,OAS,108.16,2015
URY,PAN,2490.6,2003
URY,PAN,244.081,2018
URY,PER,5712.408,2016
URY,PER,3788.678,2021
URY,PHL,1755.085,2011
URY,PHL,34.432,2012
URY,PHL,565.492,2013
URY,PHL,916.957,2014
URY,PRT,1187.86,2010
URY,PRY,0.226,2011
URY,PRY,665.6,2012
URY,PRY,172.82,2013
URY,PRY,0.25,2018
URY,PRY,1039.63,2019
URY,PRY,87.581,2020
URY,RUS,9267.722,2010
URY,RUS,14960.507,2012
URY,RUS,17431.152,2013
URY,RUS,17641.592,2014
URY,RUS,0.008,2018
URY,RUS,5392.384,2021
URY,SEN,99.814,2015
URY,SEN,90.789,2016
URY,SGP,384,2003
URY,SGP,1365.259,2011
URY,SGP,641.662,2012
URY,SGP,2561.502,2014
URY,SGP,200.322,2015
URY,SGP,96.008,2016
URY,THA,6507.309,2003
URY,THA,1008.658,2011
URY,THA,1858.821,2012
URY,THA,918.381,2013
URY,THA,4011.684,2014
URY,THA,3003.786,2015
URY,THA,351.94,2016
URY,THA,359.186,2017
URY,TUN,9800.104,2010
URY,TUN,14441.911,2011
URY,TUN,25278.758,2012
URY,TUN,60823.231,2013
URY,TUN,23205.693,2017
URY,TUN,21820.993,2019
URY,TUR,4243.385,2004
URY,TUR,11444.369,2008
URY,TUR,7650.475,2010
URY,TUR,6880.249,2013
URY,TUR,11600.818,2015
URY,TUR,17525.751,2016
URY,TUR,24407.811,2020
URY,TUR,31195.349,2021
URY,TUR,9428.432,2022
URY,USA,19.225,2003
URY,USA,262.076,2004
URY,USA,182.606,2005
URY,USA,256.161,2006
URY,USA,64.142,2007
URY,USA,6762.768,2009
URY,USA,4337.349,2010
URY,USA,5808.28,2011
URY,USA,8975.784,2012
URY,USA,6669.688,2013
URY,USA,4827.773,2014
URY,USA,7185.942,2015
URY,USA,7291.719,2016
URY,USA,13221.828,2017
URY,USA,6236.764,2018
URY,USA,8478.761,2019
URY,USA,12505.751,2020
URY,USA,7679.389,2021
URY,USA,8254.503,2022
URY,VNM,721.555,2010
URY,VNM,3821.938,2011
URY,VNM,4894.132,2012
URY,VNM,10816.838,2013
URY,VNM,9706.082,2014
URY,VNM,3695.215,2015
URY,VNM,380.376,2016
URY,VNM,9170.905,2022
URY,ZAF,3.754,2015
URY,ZAF,3.352,2019
URY,ZAF,2.054,2021
USA,ABW,3.031,2012
USA,ABW,3.1,2016
USA,ABW,5.496,2019
USA,ABW,19.3,2021
USA,ABW,16.96,2022
USA,AFG,24.251,2006
USA,AFG,1209.258,2011
USA,AFG,1444.943,2012
USA,AIA,117.419,2021
USA,ANT,16.175,1996
USA,ANT,43.945,2007
USA,ARE,12209.834,2003
USA,ARE,42710.816,2004
USA,ARE,19.502,2005
USA,ARE,35449.64,2006
USA,ARE,32514.953,2007
USA,ARE,40,2012
USA,ARE,69.947,2015
USA,ARE,12060.253,2016
USA,ARE,4.1,2017
USA,ARE,16727.1,2018
USA,ARE,400.362,2019
USA,ARE,21.117,2020
USA,ARE,70.857,2021
USA,ARE,117.878,2022
USA,ARG,144.589,1996
USA,ARG,125150.943,1997
USA,ARG,10361.13,1998
USA,ARG,350.33,1999
USA,ARG,646.753,2000
USA,ARG,1202.508,2001
USA,ARG,453.254,2002
USA,ARG,237.449,2003
USA,ARG,239.739,2004
USA,ARG,483.674,2005
USA,ARG,335.054,2006
USA,ARG,293.107,2007
USA,ARG,104.16,2008
USA,ARG,458.632,2009
USA,ARG,211.925,2010
USA,ARG,217.552,2011
USA,ARG,1008.855,2012
USA,ARG,798.931,2013
USA,ARG,742.312,2014
USA,ARG,252.807,2015
USA,ARG,371.78,2016
USA,ARG,380.524,2017
USA,ARG,702598.371,2018
USA,ARG,71817.577,2019
USA,ARG,2021.69,2020
USA,ARG,1130.083,2021
USA,ARG,1150.024,2022
USA,ARM,3149.843,1996
USA,ATG,8.111,2021
USA,AUS,18070.728,1996
USA,AUS,20756.752,1997
USA,AUS,6726.798,1998
USA,AUS,3438.197,1999
USA,AUS,85.767,2000
USA,AUS,9.84,2001
USA,AUS,2833.22,2002
USA,AUS,10471.029,2003
USA,AUS,10.15,2004
USA,AUS,7.744,2005
USA,AUS,14408.619,2007
USA,AUS,3.116,2009
USA,AUS,15.32,2011
USA,AUS,3.42,2013
USA,AUS,7.405,2014
USA,AUS,2.746,2016
USA,AUS,51.065,2018
USA,AUS,1722.319,2019
USA,AUS,703.34,2020
USA,AUS,81.431,2021
USA,AUS,290.817,2022
USA,AUT,96.333,1996
USA,AUT,177.009,1997
USA,AUT,73.817,1998
USA,AUT,132.997,2002
USA,AUT,14.4,2010
USA,AUT,90.054,2014
USA,AUT,5.311,2016
USA,AUT,332.618,2017
USA,AUT,659.21,2018
USA,AUT,113.777,2019
USA,AUT,219.415,2020
USA,AUT,31.785,2021
USA,AUT,6.402,2022
USA,AZE,2178.155,2003
USA,AZE,3354.319,2018
USA,BEL,74799.786,1999
USA,BEL,89376.708,2000
USA,BEL,80995.862,2001
USA,BEL,73864.542,2002
USA,BEL,96167.709,2003
USA,BEL,65548.274,2004
USA,BEL,63513.286,2005
USA,BEL,56200.637,2006
USA,BEL,36520.494,2007
USA,BEL,22.3,2008
USA,BEL,6647.868,2009
USA,BEL,7112.666,2010
USA,BEL,9996.763,2011
USA,BEL,222.168,2015
USA,BEL,26368.067,2017
USA,BEL,58813.822,2018
USA,BEL,11042.224,2019
USA,BEL,22305.654,2021
USA,BEL,13036.353,2022
USA,BEN,1268.181,2002
USA,BEN,15.477,2020
USA,BGD,1937.425,2005
USA,BGD,61.629,2009
USA,BGD,26581.02,2010
USA,BGD,729.102,2012
USA,BGD,33965.321,2013
USA,BGD,164535.118,2014
USA,BGD,301362.468,2015
USA,BGD,227833.073,2016
USA,BGD,391070.333,2017
USA,BGD,435470.12,2018
USA,BGD,387803.654,2019
USA,BGD,481195.134,2020
USA,BGD,475656.35,2021
USA,BGD,350567.202,2022
USA,BGR,7.812,2006
USA,BGR,3.069,2020
USA,BGR,168,2021
USA,BGR,896,2022
USA,BHS,10.153,1997
USA,BHS,37.592,2000
USA,BHS,2.65,2007
USA,BHS,5.456,2009
USA,BHS,3.06,2012
USA,BHS,6.108,2013
USA,BHS,57.634,2016
USA,BHS,8.388,2017
USA,BHS,38.033,2020
USA,BHS,190.772,2021
USA,BHS,8.8,2022
USA,BLX,217759.552,1996
USA,BLX,200952.24,1997
USA,BLX,100236.056,1998
USA,BLZ,9.489,1999
USA,BLZ,24,2000
USA,BLZ,44.29,2014
USA,BLZ,39.495,2015
USA,BLZ,5.282,2017
USA,BLZ,80.08,2022
USA,BMU,5.883,2010
USA,BMU,68.443,2022
USA,BOL,37.943,2006
USA,BRA,52472.902,1996
USA,BRA,157973.632,1997
USA,BRA,8470.865,1998
USA,BRA,6629.824,1999
USA,BRA,6.123,2000
USA,BRA,24.6,2001
USA,BRA,67.2,2002
USA,BRA,6.63,2006
USA,BRA,4.994,2011
USA,BRA,33.418,2013
USA,BRA,4.89,2014
USA,BRA,119.24,2017
USA,BRA,31.988,2018
USA,BRA,25086,2020
USA,BRA,4.381,2022
USA,BRB,3811.749,1996
USA,BRB,6424.138,1997
USA,BRB,4793.789,1998
USA,BRB,4615.625,1999
USA,BRB,5230.358,2000
USA,BRB,3486.037,2001
USA,BRB,3849.97,2002
USA,BRB,5552.663,2003
USA,BRB,7190.211,2004
USA,BRB,5523.156,2005
USA,BRB,4256.06,2006
USA,BRB,6745.698,2007
USA,BRB,11392.681,2008
USA,BRB,10303.105,2009
USA,BRB,7825.378,2010
USA,BRB,10918.003,2011
USA,BRB,8844.695,2012
USA,BRB,11551.4,2013
USA,BRB,13004.609,2014
USA,BRB,10694.35,2015
USA,BRB,11213.678,2016
USA,BRB,9892.98,2017
USA,BRB,11621.176,2018
USA,BRB,8554.961,2019
USA,BRB,9316.79,2020
USA,BRB,8273.625,2021
USA,BRB,2371.963,2022
USA,BRN,595.311,2009
USA,BRN,465.088,2012
USA,CAN,25422.215,1996
USA,CAN,77576.264,1997
USA,CAN,23833.518,1998
USA,CAN,75503.697,1999
USA,CAN,75311.746,2000
USA,CAN,131456.559,2001
USA,CAN,138851.917,2002
USA,CAN,158634.358,2003
USA,CAN,152264.792,2004
USA,CAN,90645.101,2005
USA,CAN,70753.194,2006
USA,CAN,63121.82,2007
USA,CAN,162278.692,2008
USA,CAN,157065.31,2009
USA,CAN,95366.987,2010
USA,CAN,133844.788,2011
USA,CAN,127107.004,2012
USA,CAN,107262.302,2013
USA,CAN,149110.771,2014
USA,CAN,94968.469,2015
USA,CAN,112932.541,2016
USA,CAN,172819.302,2017
USA,CAN,321316.432,2018
USA,CAN,201284.554,2019
USA,CAN,112976.396,2020
USA,CAN,215384.05,2021
USA,CAN,243247.109,2022
USA,CHE,477.321,1996
USA,CHE,8537.656,1997
USA,CHE,6798.371,1998
USA,CHE,2527.465,1999
USA,CHE,127.688,2000
USA,CHE,9943.774,2001
USA,CHE,27.41,2002
USA,CHE,10.66,2003
USA,CHE,16,2004
USA,CHE,426.084,2007
USA,CHE,717.939,2008
USA,CHE,25102.318,2009
USA,CHE,86976.273,2013
USA,CHE,60.945,2016
USA,CHE,75.543,2017
USA,CHE,6945.408,2019
USA,CHE,35938.964,2020
USA,CHE,560.671,2021
USA,CHE,444.022,2022
USA,CHL,1623.392,1996
USA,CHL,5172.781,1997
USA,CHL,1029.326,1998
USA,CHL,2307.879,1999
USA,CHL,36.057,2000
USA,CHL,40.823,2005
USA,CHL,28.58,2006
USA,CHL,2504.174,2007
USA,CHL,340.754,2008
USA,CHL,499.919,2009
USA,CHL,96.232,2010
USA,CHL,132.298,2011
USA,CHL,45.553,2012
USA,CHL,64.166,2013
USA,CHL,41.893,2014
USA,CHL,207.397,2015
USA,CHL,4520.661,2016
USA,CHL,570.81,2017
USA,CHL,10237.982,2018
USA,CHL,5274.872,2019
USA,CHL,2890.895,2020
USA,CHL,5419.936,2021
USA,CHL,4760.104,2022
USA,CHN,414475.744,1996
USA,CHN,410960.096,1997
USA,CHN,273508.128,1998
USA,CHN,347870.432,1999
USA,CHN,1007661.003,2000
USA,CHN,1012486.222,2001
USA,CHN,995836.613,2002
USA,CHN,2888771.621,2003
USA,CHN,2328761.501,2004
USA,CHN,2248983.344,2005
USA,CHN,2529824.46,2006
USA,CHN,4117340.498,2007
USA,CHN,7301040.432,2008
USA,CHN,9211489.734,2009
USA,CHN,10863830.03,2010
USA,CHN,10507643.95,2011
USA,CHN,14877640.52,2012
USA,CHN,13299889.52,2013
USA,CHN,14476314.26,2014
USA,CHN,10523096.92,2015
USA,CHN,14202621.45,2016
USA,CHN,12224802.4,2017
USA,CHN,3119336.276,2018
USA,CHN,7988877.001,2019
USA,CHN,14202646.35,2020
USA,CHN,14102056.58,2021
USA,CHN,17871581.06,2022
USA,CIV,28.98,2015
USA,COL,62411.44,1996
USA,COL,36339.416,1997
USA,COL,20280.368,1998
USA,COL,6500.251,1999
USA,COL,19220.236,2000
USA,COL,28901.335,2001
USA,COL,41089.634,2002
USA,COL,30933.373,2003
USA,COL,34109.679,2004
USA,COL,41685.167,2005
USA,COL,65415.466,2006
USA,COL,91006.394,2007
USA,COL,95932.619,2008
USA,COL,100474.218,2009
USA,COL,70725.551,2010
USA,COL,40381.232,2011
USA,COL,91745.834,2012
USA,COL,60094.962,2013
USA,COL,149791.749,2014
USA,COL,199037.698,2015
USA,COL,195084.165,2016
USA,COL,211884.44,2017
USA,COL,256066.742,2018
USA,COL,221893.826,2019
USA,COL,191257.22,2020
USA,COL,229225.796,2021
USA,COL,326879.483,2022
USA,CPV,710.101,1998
USA,CRI,44395.8,1996
USA,CRI,46102.972,1997
USA,CRI,39028.688,1998
USA,CRI,33007.074,1999
USA,CRI,36832.724,2000
USA,CRI,37617.687,2001
USA,CRI,48057.428,2002
USA,CRI,51173.345,2003
USA,CRI,44999.147,2004
USA,CRI,64465.049,2005
USA,CRI,60344.63,2006
USA,CRI,93462.088,2007
USA,CRI,105433.1,2008
USA,CRI,80972.211,2009
USA,CRI,97671.175,2010
USA,CRI,117927.68,2011
USA,CRI,163250.74,2012
USA,CRI,58506.901,2013
USA,CRI,64325.759,2014
USA,CRI,107272.291,2015
USA,CRI,122408.442,2016
USA,CRI,114510.874,2017
USA,CRI,108598.392,2018
USA,CRI,92017.559,2019
USA,CRI,111210.671,2020
USA,CRI,156161.263,2021
USA,CRI,177394.54,2022
USA,CUB,20922.283,2002
USA,CUB,34475.209,2003
USA,CUB,27932.531,2004
USA,CUB,32722.536,2005
USA,CUB,31741.801,2006
USA,CUB,40515.036,2007
USA,CUB,66623.693,2008
USA,CUB,61508.127,2009
USA,CUB,41886.842,2010
USA,CUB,58721.892,2011
USA,CUB,62269.168,2012
USA,CUB,39406.099,2013
USA,CUB,30573.457,2014
USA,CUB,10348.865,2015
USA,CUB,18924.351,2016
USA,CUB,40663.049,2017
USA,CUB,34220.571,2018
USA,CUB,15275.833,2019
USA,CUB,7953.29,2020
USA,CUB,12661.312,2021
USA,CUB,11094.324,2022
USA,CUW,12.834,2011
