Source,Target,1201 in 1000 USD ,Year
KOR,USA,74.74,2013
KOR,USA,392.648,2014
KOR,USA,41.74,2015
KOR,USA,11.067,2016
KOR,USA,5.73,2017
KOR,USA,1.755,2018
KOR,USA,21.745,2019
KOR,USA,14.18,2020
KOR,USA,44.118,2021
KOR,UZB,22.928,2013
KOR,VNM,0.088,2015
KOR,VNM,4.687,2016
KOR,VNM,5.845,2017
KOR,VNM,4.682,2018
KOR,VNM,3.61,2019
KOR,VNM,3.692,2020
KOR,VNM,0.452,2021
KOR,WSM,0.037,2018
KWT,ARE,0.049,2013
KWT,BHR,0.011,2013
KWT,HKG,3.172,2018
KWT,IRN,0.165,2018
KWT,IRQ,9.065,2013
KWT,QAT,9.059,2011
LAO,CHN,0.625,2015
LAO,CHN,10,2016
LAO,CHN,1381.392,2018
LAO,CHN,1550.308,2019
LAO,CHN,2112.293,2020
LAO,CHN,1377.686,2021
LAO,JPN,6.707,2013
LAO,JPN,3.925,2015
LAO,JPN,35.113,2016
LAO,JPN,38.867,2017
LAO,JPN,39.652,2020
LAO,THA,238.666,2010
LAO,THA,295.327,2011
LAO,THA,192.55,2012
LAO,THA,142.702,2013
LAO,THA,24.592,2014
LAO,THA,7.54,2016
LAO,THA,9,2020
LAO,VNM,41.422,2010
LAO,VNM,16.5,2011
LAO,VNM,41.25,2012
LAO,VNM,5,2013
LAO,VNM,3.75,2014
LAO,VNM,16.5,2015
LAO,VNM,2,2016
LBN,ARE,0.053,2002
LBN,ARE,0.202,2008
LBN,ARE,0.296,2011
LBN,BGR,0.179,2003
LBN,BHR,0.242,2021
LBN,CAF,0.085,2010
LBN,CAN,5.092,2015
LBN,CHE,0.077,2006
LBN,EGY,0.001,2006
LBN,FRA,0.006,2006
LBN,GAB,0.1,2007
LBN,GAB,0.155,2013
LBN,IRN,0.408,2016
LBN,IRQ,11.94,2013
LBN,IRQ,0.053,2016
LBN,IRQ,0.75,2019
LBN,JOR,52.477,2002
LBN,JOR,0.606,2007
LBN,JOR,126.689,2015
LBN,JOR,38.255,2016
LBN,JOR,23.808,2017
LBN,KWT,0.135,2010
LBN,KWT,0.633,2011
LBN,LBR,0.99,2009
LBN,QAT,0.957,2018
LBN,SAU,4.001,2012
LBN,SAU,1.407,2017
LBN,SAU,0.315,2020
LBN,SEN,1.331,2021
LBN,SUD,58.823,2015
LBN,TUR,39.298,2016
LBN,TZA,0.051,2000
LBN,UNS,0.284,1998
LCA,BRB,0.148,2007
LKA,ARE,0.459,2004
LKA,ARE,1.322,2005
LKA,ARE,0.266,2007
LKA,ARE,5.512,2008
LKA,ARE,18.46,2017
LKA,ARE,5.828,2019
LKA,ARE,16.754,2020
LKA,ARE,7.773,2021
LKA,ARE,5.097,2022
LKA,AUS,0.911,2007
LKA,AUS,0.13,2014
LKA,AUS,0.136,2015
LKA,AUS,2.369,2016
LKA,AUS,5.081,2017
LKA,AUS,14.698,2019
LKA,AUS,21.294,2020
LKA,AUS,22.43,2021
LKA,AUS,41.393,2022
LKA,BHR,0.695,2017
LKA,BHR,0.318,2019
LKA,BHR,0.056,2022
LKA,CAN,1.224,2011
LKA,CAN,5.582,2012
LKA,CAN,12.385,2014
LKA,CAN,1.234,2020
LKA,CAN,0.286,2021
LKA,CHE,0.184,2002
LKA,CHE,1.183,2005
LKA,CHE,1.522,2006
LKA,CHE,1.947,2007
LKA,CHE,1.383,2008
LKA,CHE,1.521,2010
LKA,CHE,3.789,2020
LKA,DEU,0.206,2006
LKA,DEU,0.603,2007
LKA,DEU,0.769,2008
LKA,DEU,0.235,2013
LKA,DEU,0.908,2022
LKA,FRA,0.403,2007
LKA,FRA,2.495,2008
LKA,FRA,0.007,2010
LKA,FRA,1.004,2011
LKA,GBR,1.499,2002
LKA,GBR,8.485,2005
LKA,GBR,35.072,2006
LKA,GBR,25.837,2007
LKA,GBR,91.887,2008
LKA,GBR,26.463,2009
LKA,GBR,56.308,2010
LKA,GBR,36.861,2011
LKA,GBR,22.382,2012
LKA,GBR,9.07,2014
LKA,GBR,22.267,2015
LKA,GBR,5.068,2016
LKA,GBR,12.866,2017
LKA,GBR,3.532,2019
LKA,GBR,3.755,2020
LKA,GBR,3.119,2021
LKA,HKG,0.085,2019
LKA,HKG,0.152,2020
LKA,HKG,0.007,2022
LKA,IDN,421.609,2012
LKA,IND,0.302,2003
LKA,IND,0.595,2008
LKA,ITA,1.46,2007
LKA,ITA,0.55,2008
LKA,ITA,2.526,2016
LKA,ITA,2.532,2017
LKA,ITA,14.017,2021
LKA,ITA,7.067,2022
LKA,JOR,1.076,2006
LKA,JOR,0.933,2007
LKA,JOR,35.204,2009
LKA,JOR,14.082,2010
LKA,JOR,7.979,2011
LKA,JOR,1.666,2012
LKA,JOR,9.959,2013
LKA,JOR,16.395,2014
LKA,JOR,20.92,2015
LKA,JOR,11.023,2016
LKA,JOR,23.634,2017
LKA,JOR,12.06,2019
LKA,JOR,7.786,2020
LKA,JOR,4.236,2021
LKA,JPN,0.03,2005
LKA,JPN,1.072,2016
LKA,JPN,0.843,2017
LKA,JPN,0.257,2019
LKA,JPN,0.084,2020
LKA,JPN,1.638,2022
LKA,KOR,3.487,2016
LKA,KOR,12.234,2017
LKA,KOR,2.436,2020
LKA,KWT,0.554,2001
LKA,KWT,0.026,2003
LKA,KWT,2.86,2011
LKA,KWT,0.66,2017
LKA,LBN,0.805,1999
LKA,LBN,0.958,2011
LKA,MDV,11.675,2012
LKA,MDV,0.17,2013
LKA,MDV,0.445,2014
LKA,MDV,0.438,2015
LKA,MDV,0.113,2016
LKA,MDV,0.251,2017
LKA,MDV,2.39,2019
LKA,MDV,0.024,2020
LKA,MDV,1.141,2021
LKA,MDV,0.148,2022
LKA,MMR,139.561,2013
LKA,MMR,134.575,2014
LKA,MYS,115.761,2012
LKA,MYS,46.357,2019
LKA,MYS,0.02,2020
LKA,NLD,0.294,2007
LKA,NLD,0.263,2008
LKA,NLD,68.859,2013
LKA,NOR,1.267,2017
LKA,NZL,0.067,2015
LKA,NZL,0.923,2019
LKA,NZL,3.613,2021
LKA,NZL,1.915,2022
LKA,OAS,100.348,2013
LKA,OMN,0.664,2017
LKA,OMN,0.626,2021
LKA,OMN,0.945,2022
LKA,QAT,0.008,2000
LKA,QAT,81.883,2014
LKA,QAT,27.309,2020
LKA,QAT,7.481,2021
LKA,QAT,2.11,2022
LKA,SAU,0.478,2021
LKA,SAU,15.084,2022
LKA,SGP,130.915,2012
LKA,SGP,0.346,2020
LKA,SGP,0.073,2022
LKA,SWE,0.202,2021
LKA,SYC,0.074,2007
LKA,SYC,0.037,2017
LKA,SYC,0.003,2021
LKA,THA,686.249,2014
LKA,UNS,0.259,1999
LKA,USA,0.029,2013
LKA,USA,0.477,2017
LKA,USA,0.482,2021
LKA,USA,0.182,2022
LSO,ZAF,8.994,2008
LSO,ZAF,0.389,2010
LSO,ZAF,0.348,2019
LSO,ZAF,0.062,2020
LTU,AUT,17.275,2012
LTU,AUT,248.917,2013
LTU,AUT,265.626,2014
LTU,AUT,20.002,2017
LTU,AUT,17.075,2018
LTU,AUT,464.631,2019
LTU,AUT,30.847,2020
LTU,BLR,0.006,2019
LTU,DEU,307.121,2014
LTU,DEU,294.796,2015
LTU,DEU,1442.772,2016
LTU,DEU,693.995,2017
LTU,DEU,576.256,2018
LTU,DEU,1152.853,2019
LTU,DEU,1182.177,2020
LTU,DEU,744.654,2021
LTU,DEU,490.173,2022
LTU,DNK,52.738,2020
LTU,EST,0.061,2000
LTU,EST,0.277,2001
LTU,EST,3.432,2002
LTU,EST,0.381,2003
LTU,EST,0.226,2004
LTU,EST,0.093,2005
LTU,EST,0.017,2010
LTU,EST,1.984,2011
LTU,EST,0.044,2012
LTU,EST,0.074,2013
LTU,EST,0.047,2014
LTU,EST,0.008,2015
LTU,EST,277.241,2016
LTU,EST,45.478,2017
LTU,EST,38.468,2018
LTU,EST,79.941,2019
LTU,EST,117.895,2020
LTU,EST,120.986,2021
LTU,EST,96.763,2022
LTU,GBR,0.049,2011
LTU,GBR,0.138,2013
LTU,GBR,0.354,2014
LTU,GBR,0.087,2016
LTU,GBR,0.047,2017
LTU,GBR,0.008,2022
LTU,GEO,0.104,2018
LTU,IRL,0.718,2007
LTU,IRL,0.285,2008
LTU,IRL,0.723,2010
LTU,IRL,0.097,2013
LTU,IRL,0.109,2014
LTU,ITA,445.778,2015
LTU,ITA,12.848,2018
LTU,KAZ,0.044,2016
LTU,KAZ,0.033,2017
LTU,LVA,0.067,2002
LTU,LVA,0.308,2003
LTU,LVA,0.524,2004
LTU,LVA,0.087,2005
LTU,LVA,39.788,2006
LTU,LVA,0.001,2008
LTU,LVA,0.378,2011
LTU,LVA,0.516,2012
LTU,LVA,59.071,2013
LTU,LVA,0.664,2016
LTU,LVA,465.46,2017
LTU,LVA,429.833,2018
LTU,LVA,1.915,2019
LTU,LVA,13.522,2020
LTU,LVA,4.276,2021
LTU,LVA,0.732,2022
LTU,NLD,19.978,2013
LTU,NLD,33.373,2014
LTU,NLD,10.612,2016
LTU,NLD,11.202,2017
LTU,NLD,2258.472,2021
LTU,NOR,0.809,2016
LTU,POL,6.925,2006
LTU,POL,7.811,2007
LTU,POL,0.065,2009
LTU,POL,188.565,2017
LTU,POL,34.645,2018
LTU,POL,30.298,2019
LTU,POL,0.995,2020
LTU,POL,55.096,2021
LTU,RUS,0.601,1998
LTU,RUS,26.962,2013
LTU,RUS,78.185,2014
LTU,RUS,6.158,2015
LTU,RUS,217.152,2016
LTU,RUS,306.864,2017
LTU,RUS,714.866,2018
LTU,RUS,7.975,2019
LTU,RUS,0.194,2020
LTU,RUS,1.179,2021
LTU,RUS,179.65,2022
LTU,SWE,155.506,2018
LTU,TJK,51.693,2013
LUX,AUT,0.056,2021
LUX,AUT,0.025,2022
LUX,AZE,2.358,2014
LUX,AZE,8.124,2015
LUX,AZE,3.442,2016
LUX,AZE,12.606,2018
LUX,AZE,9.991,2019
LUX,AZE,6.496,2020
LUX,AZE,10.464,2021
LUX,AZE,5.795,2022
LUX,BEL,2.553,1999
LUX,BEL,0.097,2001
LUX,BEL,2.077,2002
LUX,BEL,0.012,2003
LUX,BEL,0.144,2006
LUX,BEL,11.993,2008
LUX,BEL,12.397,2009
LUX,BEL,3.079,2010
LUX,BEL,1.823,2012
LUX,BEL,12.618,2014
LUX,BEL,0.105,2015
LUX,BEL,1.931,2016
LUX,BEL,1.597,2017
LUX,BEL,3.506,2018
LUX,BEL,0.421,2019
LUX,BEL,11.305,2020
LUX,BEL,6.994,2021
LUX,BEL,0.875,2022
LUX,CHE,1.656,2008
LUX,CHE,2.188,2009
LUX,CHE,0.011,2014
LUX,DEU,19.718,1999
LUX,DEU,11.007,2000
LUX,DEU,0.001,2001
LUX,DEU,0.232,2005
LUX,DEU,5.703,2008
LUX,DEU,9.84,2009
LUX,DEU,0.028,2015
LUX,DEU,5.093,2016
LUX,DEU,0.223,2017
LUX,DEU,0.793,2018
LUX,DEU,0.642,2019
LUX,DEU,0.976,2020
LUX,DEU,1.982,2021
LUX,DEU,2.699,2022
LUX,ESP,6.892,2008
LUX,ESP,16.212,2009
LUX,ESP,0.11,2010
LUX,EST,0.194,2009
LUX,FRA,0.033,2012
LUX,FRA,0.138,2014
LUX,FRA,0.148,2015
LUX,FRA,0.804,2016
LUX,FRA,2.013,2017
LUX,FRA,3.3,2018
LUX,FRA,5.182,2019
LUX,FRA,3.385,2020
LUX,FRA,4.543,2021
LUX,FRA,3.92,2022
LUX,GBR,4.921,2008
LUX,GEO,0.043,2014
LUX,GEO,0.282,2015
LUX,GEO,0.028,2016
LUX,GHA,0.682,2014
LUX,GHA,1.4,2015
LUX,GHA,3.986,2016
LUX,GHA,0.052,2018
LUX,GHA,0.311,2019
LUX,GRC,1.642,2008
LUX,GRC,24.19,2009
LUX,IRL,0.312,2008
LUX,IRL,1.44,2009
LUX,ITA,3.816,2008
LUX,ITA,2.788,2009
LUX,NCL,1.656,2008
LUX,NLD,1.658,1999
LUX,NOR,14.779,2008
LUX,NOR,22.264,2009
LUX,NOR,66.131,2010
LUX,NOR,4.554,2011
LUX,PAN,0.166,2008
LUX,PAN,0.017,2009
LUX,POL,2.422,2009
LUX,PRT,0.064,2008
LUX,PRT,0.31,2009
LUX,PYF,2.02,2008
LUX,PYF,0.148,2010
LUX,UNS,0.18,1999
LVA,CZE,1900.866,2017
LVA,DNK,9.295,2016
LVA,EST,1.555,2001
LVA,EST,0.885,2002
LVA,EST,1.864,2004
LVA,EST,47.076,2011
LVA,EST,784.605,2012
LVA,EST,69.664,2013
LVA,EST,1908.553,2014
LVA,EST,207.307,2015
LVA,EST,56.315,2016
LVA,EST,14.583,2017
LVA,EST,8.266,2018
LVA,EST,45.142,2019
LVA,EST,99.979,2020
LVA,EST,35.818,2021
LVA,LTU,2.564,2001
LVA,LTU,3514.607,2010
LVA,LTU,9207.09,2011
LVA,LTU,3121.113,2012
LVA,LTU,88.429,2013
LVA,LTU,15.984,2014
LVA,LTU,0.179,2015
LVA,LTU,69.346,2016
LVA,LTU,6.928,2017
LVA,LTU,420.392,2018
LVA,LTU,44.344,2019
LVA,LTU,16.442,2020
LVA,LTU,6.345,2021
LVA,SVK,16.391,2012
LVA,UNS,0.015,1999
MAR,CPV,0.025,2018
MAR,ESP,0.728,2006
MAR,ESP,0.109,2013
MAR,LBN,25.686,2010
MAR,MLI,0.094,2020
MDA,ALB,8.4,2014
MDA,ARM,220.832,2003
MDA,ARM,365.74,2004
MDA,AUT,319.976,2014
MDA,AUT,41.211,2016
MDA,AUT,877.883,2019
MDA,AUT,70.278,2020
MDA,AUT,102.341,2021
MDA,AZE,672.507,2005
MDA,AZE,1803.467,2006
MDA,AZE,1734.798,2007
MDA,AZE,648.854,2008
MDA,AZE,2139.563,2010
MDA,AZE,460.843,2018
MDA,BGR,26.961,2008
MDA,BGR,6.986,2009
MDA,BGR,17.25,2010
MDA,BGR,284.669,2011
MDA,BGR,20.752,2012
MDA,BGR,366.862,2014
MDA,BGR,454.369,2015
MDA,BGR,452.623,2016
MDA,BGR,0.53,2019
MDA,BGR,67.085,2020
MDA,BGR,130.124,2021
MDA,BLR,126.649,2006
MDA,BLR,155.64,2007
MDA,BLR,383.045,2008
MDA,BLR,197.345,2011
MDA,CHE,616.778,2006
MDA,CHE,1764.642,2007
MDA,CHE,859.419,2008
MDA,CHE,462.525,2009
MDA,CHE,12.525,2014
MDA,CHE,8097.434,2015
MDA,CHE,1978.937,2016
MDA,CHE,98.006,2017
MDA,COG,18.273,2008
MDA,DEU,511.123,2018
MDA,DEU,218.023,2021
MDA,DEU,237.051,2022
MDA,ESP,166.653,2019
MDA,EST,4,2000
MDA,EST,3.6,2003
MDA,GBR,533.367,2008
MDA,GBR,547.588,2009
MDA,GBR,3459.835,2011
MDA,GBR,1162.337,2012
MDA,GBR,3463.289,2014
MDA,GBR,7985.191,2015
MDA,GBR,1749.501,2016
MDA,GRC,1395.694,2011
MDA,HUN,513.765,2000
MDA,HUN,0.36,2002
MDA,ITA,87.532,2009
MDA,ITA,603.169,2010
MDA,ITA,561.183,2011
MDA,ITA,284.65,2013
MDA,ITA,70.705,2014
MDA,ITA,257.428,2015
MDA,ITA,71.517,2016
MDA,ITA,156.195,2017
MDA,ITA,14.214,2021
MDA,KGZ,55,2002
MDA,LBN,14.801,2014
MDA,LBN,8.542,2015
MDA,LCA,12.6,2006
MDA,LKA,1617.58,2015
MDA,LTU,12.33,2001
MDA,LTU,5,2002
MDA,LVA,25.404,2000
MDA,LVA,12.056,2001
MDA,MKD,12.06,2006
MDA,MYS,214.762,2014
MDA,MYS,258.735,2019
MDA,MYS,187.712,2020
MDA,NLD,66.344,2020
MDA,NLD,3.504,2022
MDA,PAN,134.25,2006
MDA,PAN,327.226,2008
MDA,PAN,2245.127,2011
MDA,POL,4.52,2006
MDA,POL,54.337,2007
MDA,POL,1138.132,2011
MDA,ROM,829.018,2000
MDA,ROM,638.277,2001
MDA,ROM,30.861,2002
MDA,ROM,804.138,2003
MDA,ROM,96.202,2004
MDA,ROM,38.054,2005
MDA,ROM,1800.643,2006
MDA,ROM,1072.762,2007
MDA,ROM,416.559,2008
MDA,ROM,853.817,2009
MDA,ROM,2099.297,2010
MDA,ROM,5899.193,2011
MDA,ROM,13153.824,2012
MDA,ROM,7505.785,2013
MDA,ROM,5642.921,2014
MDA,ROM,1970.325,2015
MDA,ROM,4444.007,2016
MDA,ROM,6455.608,2017
MDA,ROM,3976.97,2018
MDA,ROM,4353.623,2019
MDA,ROM,4280.391,2020
MDA,ROM,2901.303,2021
MDA,ROM,1050.58,2022
MDA,RUS,108.225,2003
MDA,RUS,217.56,2004
MDA,RUS,0.195,2005
MDA,RUS,231.016,2007
MDA,RUS,548.773,2008
MDA,RUS,310.899,2009
MDA,RUS,310.706,2010
MDA,RUS,54.954,2011
MDA,RUS,8287.822,2014
MDA,RUS,22.285,2017
MDA,SER,26.053,2011
MDA,SER,15.69,2012
MDA,SER,293.625,2018
MDA,SER,0.206,2020
MDA,SVK,36.428,2011
MDA,TKM,4.9,2001
MDA,TUR,61.6,2003
MDA,TUR,1534.252,2011
MDA,TUR,1856.065,2015
MDA,TUR,4228.174,2019
MDA,TUR,3673.001,2020
MDA,TUR,1239.375,2022
MDA,UKR,3.75,2000
MDA,UKR,129.66,2003
MDA,UKR,7.2,2005
MDA,UKR,2585.257,2006
MDA,UKR,669.573,2007
MDA,UKR,3735.481,2008
MDA,UKR,2136.653,2009
MDA,UKR,2323.191,2010
MDA,UKR,5592.285,2011
MDA,UKR,5159.59,2012
MDA,UKR,1035.715,2015
MDA,USA,74.25,2003
MDA,USA,50.76,2006
MDA,UZB,160.72,2001
MDA,UZB,280.023,2007
MDA,VGB,323.002,2011
MDG,COM,0.05,2004
MDG,FRA,1.798,2008
MDG,FRA,0.103,2010
MDG,FRA,0.375,2014
MDG,FRA,0.012,2015
MDG,IND,33.738,2001
MDG,IND,793.061,2021
MEX,ARG,30,1998
MEX,ARG,0.09,2005
MEX,AUT,2.776,2012
MEX,BLZ,20,2002
MEX,BLZ,118.969,2013
MEX,BLZ,24.527,2018
MEX,BRA,385.56,1999
MEX,CAN,0.26,2005
MEX,CAN,0.381,2011
MEX,COL,0.05,2005
MEX,CRI,0.02,2005
MEX,CUB,0.667,2006
MEX,CUB,0.021,2008
MEX,DEU,21,1998
MEX,DOM,5.83,1996
MEX,ECU,0.04,2005
MEX,GBR,23.807,2000
MEX,GTM,8.753,1996
MEX,GTM,55.52,1997
MEX,GTM,47.792,1998
MEX,GTM,26.721,2000
MEX,GTM,242.829,2003
MEX,GTM,254.184,2004
MEX,GTM,27.07,2005
MEX,GTM,182.819,2007
MEX,HND,0.611,1997
MEX,HND,1.453,2002
MEX,HND,0.146,2011
MEX,HND,0.06,2013
MEX,HTI,0.056,2006
MEX,JPN,0.561,1998
MEX,JPN,26.035,1999
MEX,JPN,25.294,2002
MEX,JPN,24.57,2004
MEX,JPN,0.001,2008
MEX,NLD,287.261,2000
MEX,PER,34.876,1999
MEX,SGP,0.449,2013
MEX,SLV,15.806,1997
MEX,SLV,4.664,2000
MEX,SLV,10.406,2001
MEX,SLV,0.02,2005
MEX,UNS,0.06,1997
MEX,UNS,0.009,1998
MEX,UNS,0.121,1999
MEX,USA,136.087,1996
MEX,USA,686.397,1997
MEX,USA,447.632,1998
MEX,USA,67.85,1999
MEX,USA,65.39,2000
MEX,USA,155.151,2001
MEX,USA,256.117,2002
MEX,USA,729.881,2003
MEX,USA,1400.709,2004
MEX,USA,1041.482,2005
MEX,USA,174.255,2006
MEX,USA,111.842,2007
MEX,USA,126.19,2008
MEX,USA,99.133,2009
MEX,USA,147.192,2010
MEX,USA,130.46,2011
MEX,USA,17.172,2012
MEX,USA,203.41,2013
MEX,USA,243.753,2014
MEX,USA,45.176,2016
MEX,USA,316.76,2017
MEX,USA,123.169,2018
MEX,USA,1533.167,2019
MEX,USA,4662.427,2020
MEX,USA,299.911,2021
MEX,USA,1264.244,2022
MEX,VEN,0.025,2005
MEX,ZAF,42.097,2000
MKD,ALB,3.889,2019
MKD,BIH,4.392,2004
MKD,BIH,0.138,2005
MKD,BIH,0.034,2006
MKD,BIH,0.886,2008
MKD,BIH,0.224,2009
MKD,BIH,0.167,2010
MKD,BIH,0.22,2011
MKD,CHN,0.081,2017
MKD,CYP,0.267,2016
MKD,CZE,0.019,2012
MKD,DEU,0.231,2017
MKD,GBR,0.013,2007
MKD,GBR,0.033,2008
MKD,HRV,1.011,2007
MKD,KAZ,0.057,2017
MKD,MNT,0.914,2008
MKD,MNT,0.363,2015
MKD,MNT,0.073,2019
MKD,MNT,0.167,2020
MKD,MNT,0.203,2021
MKD,MNT,0.167,2022
MKD,SER,1.195,1999
MKD,SER,5.76,2000
MKD,SER,1.132,2001
MKD,SER,12.884,2002
MKD,SER,1.269,2003
MKD,SER,3.761,2004
MKD,SER,6.534,2005
MKD,SER,3.721,2006
MKD,SER,3.849,2007
MKD,SER,0.345,2008
MKD,SER,3.697,2009
MKD,SER,0.077,2010
MKD,SER,0.107,2011
MKD,SER,0.126,2014
MKD,SER,12.217,2015
MKD,SER,0.545,2016
MKD,SER,0.317,2018
MKD,SER,1.786,2019
MKD,SER,1.616,2020
MKD,SER,0.331,2021
MKD,SER,0.024,2022
MKD,SWE,0.002,2016
MKD,THA,0.07,2017
MKD,TUR,0.198,2017
MLI,CIV,3.051,1998
MLI,CIV,1.758,2000
MLI,CIV,2.643,2003
MLI,CIV,14.799,2016
MLI,FRA,0.02,2016
MLI,GHA,6.054,2010
MLI,MAR,4.236,2011
MLT,LBY,3.083,2003
MLT,LBY,2.397,2004
MMR,ARE,16.8,2019
MMR,AUS,0.027,2018
MMR,AUS,2.109,2020
MMR,AUS,1.62,2021
MMR,BGD,24.8,2017
MMR,CHN,75.556,2011
MMR,CHN,40.905,2012
MMR,CHN,3550.237,2013
MMR,CHN,2398.515,2014
MMR,CHN,2353.549,2015
MMR,CHN,803.739,2016
MMR,CHN,809.752,2017
MMR,CHN,476.597,2018
MMR,CHN,802.883,2019
MMR,CHN,1452.328,2020
MMR,CYP,0.173,2017
MMR,CYP,0.35,2021
MMR,HKG,46.8,2017
MMR,IDN,46,2014
MMR,IDN,130,2017
MMR,IDN,16.1,2019
MMR,IND,86.888,2012
MMR,IND,49.112,2013
MMR,IND,38.735,2014
MMR,IND,63.719,2015
MMR,IND,6.451,2016
MMR,IND,16.594,2017
MMR,IND,108.546,2018
MMR,IND,946.588,2019
MMR,IND,3997.55,2020
MMR,IND,1388.425,2021
MMR,ISR,2.58,2021
MMR,JPN,6.75,2013
MMR,JPN,0.5,2020
MMR,KOR,3.5,2018
MMR,KOR,9,2020
MMR,KOR,0.125,2022
MMR,MYS,0.12,2016
MMR,MYS,0.075,2018
MMR,MYS,2.504,2019
MMR,MYS,0.857,2020
MMR,MYS,0.72,2021
MMR,NPL,167.75,2022
MMR,NZL,0.257,2020
MMR,OAS,73.92,2018
MMR,OAS,120.506,2019
MMR,OAS,50.16,2020
MMR,OAS,41.58,2021
MMR,PAK,12.4,2015
MMR,PAK,1.05,2020
MMR,SGP,22,2010
MMR,SGP,94.284,2011
MMR,SGP,41.58,2012
MMR,SGP,28.6,2013
MMR,SGP,93.28,2015
MMR,SGP,450.744,2016
MMR,SGP,174.98,2017
MMR,SGP,2.765,2018
MMR,SGP,1.48,2019
MMR,SGP,51.564,2020
MMR,SGP,16.18,2021
MMR,THA,124.46,2012
MMR,THA,2.24,2015
MMR,THA,0.6,2016
MMR,THA,54.455,2017
MMR,THA,15,2019
MMR,THA,1231.847,2020
MMR,THA,307.011,2021
MMR,USA,1.091,2017
MMR,USA,0.288,2019
MMR,USA,56.471,2020
MMR,USA,2.16,2021
MMR,VNM,107.6,2012
MMR,VNM,75.3,2017
MMR,VNM,120.75,2020
MOZ,AGO,10.153,2007
MOZ,ARE,58.768,2020
MOZ,ARE,99.827,2021
MOZ,ARE,47,2022
MOZ,BGD,31.59,2017
MOZ,CHN,4808.178,2020
MOZ,CHN,901.737,2021
MOZ,CHN,82,2022
MOZ,COG,10.407,2007
MOZ,GBR,16.513,2013
MOZ,IDN,130.77,2014
MOZ,IDN,119.457,2020
MOZ,IDN,245,2022
MOZ,IND,551.6,2014
MOZ,IND,64.692,2018
MOZ,IND,1479.5,2019
MOZ,IND,5596.194,2020
MOZ,IND,23050.833,2021
MOZ,IND,17778,2022
MOZ,JPN,30,2022
MOZ,MUS,2,2011
MOZ,MWI,30.58,2014
MOZ,MWI,96.67,2015
MOZ,MWI,202.043,2016
MOZ,MWI,29.319,2017
MOZ,MWI,90.066,2018
MOZ,MWI,58.96,2019
MOZ,MWI,3.54,2020
MOZ,NOR,38.669,2005
MOZ,NPL,79,2022
MOZ,OAS,58.768,2020
MOZ,POL,57.357,2021
MOZ,SAU,479,2022
MOZ,SGP,163,2022
MOZ,THA,132.065,2017
MOZ,TUR,307.174,2020
MOZ,UNS,7.524,2007
MOZ,VNM,168.448,2013
MOZ,ZAF,1.785,2001
MOZ,ZAF,7.774,2005
MOZ,ZAF,9.404,2008
MOZ,ZAF,14,2011
MOZ,ZAF,83.745,2013
MOZ,ZAF,259.549,2018
MOZ,ZAF,425.683,2019
MOZ,ZAF,573.24,2020
MOZ,ZAF,25.692,2021
MOZ,ZAF,49,2022
MUS,FRA,1.622,1997
MUS,FRA,1.372,1998
MUS,FRA,0.769,1999
MUS,FRA,0.067,2015
MUS,FRA,0.516,2016
MUS,FRA,0.069,2017
MUS,FRA,0.398,2020
MUS,FRA,3.18,2021
MUS,FRA,0.452,2022
MUS,GBR,4.009,2012
MUS,MDG,2.201,2009
MUS,SYC,0.215,2009
MWI,AND,16.26,2013
MWI,ARE,108.383,2005
MWI,ARE,1453.591,2017
MWI,ARE,2152.088,2018
MWI,ARE,270.109,2019
MWI,ARE,2264.466,2020
MWI,ARE,24981.236,2021
MWI,BWA,1284.471,2011
MWI,BWA,1037.926,2012
MWI,BWA,4179.732,2013
MWI,BWA,1348.404,2014
MWI,BWA,7655.657,2016
MWI,BWA,84.501,2017
MWI,BWA,12.783,2018
MWI,BWA,1275.935,2019
MWI,BWA,216.348,2020
MWI,CAN,9.564,2008
MWI,CHN,8.273,2005
MWI,CHN,540.637,2017
MWI,COG,1.61,2016
MWI,COG,0.756,2021
MWI,GBR,484.321,2020
MWI,IND,76.848,2000
MWI,IND,0.056,2005
MWI,IND,3266.625,2017
MWI,IND,4806.971,2018
MWI,IND,1641.159,2019
MWI,IND,454.711,2020
MWI,IND,38919.955,2021
MWI,KEN,121.423,2000
MWI,KEN,117.027,2005
MWI,KEN,53.777,2006
MWI,KEN,855.03,2010
MWI,KEN,149.565,2011
MWI,KEN,12.645,2012
MWI,KEN,144.833,2013
MWI,KEN,2716.151,2014
MWI,KEN,125.099,2015
MWI,KEN,2217.949,2017
MWI,KEN,7466.073,2018
MWI,KEN,2139.123,2019
MWI,KEN,62.306,2020
MWI,KEN,444.637,2021
MWI,LKA,195.785,2017
MWI,LKA,199.077,2018
MWI,MMR,234.696,2017
MWI,MOZ,24.152,2003
MWI,MOZ,165.251,2004
MWI,MOZ,20.251,2005
MWI,MOZ,370.11,2006
MWI,MOZ,225.914,2007
MWI,MOZ,34.278,2008
MWI,MOZ,28.501,2010
MWI,MOZ,170.537,2011
MWI,MOZ,174.743,2012
MWI,MOZ,4.119,2014
MWI,MOZ,23.353,2015
MWI,MOZ,1.115,2016
MWI,MOZ,103.496,2018
MWI,MOZ,256.083,2019
MWI,MOZ,598.488,2020
MWI,MOZ,1463.121,2021
MWI,MUS,239.924,2017
MWI,MYS,9.056,2017
MWI,RWA,687.912,2017
MWI,RWA,2292.572,2019
